Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP
35,1,2,1,10,-1,-1,530,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,1,3,0,0,0,0,0,1,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,2,1,1,10,-1,-1,270,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,2,2,0,5,1,1,530,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,2,3,0,0,0,0,0,1,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,3,1,0,10,-1,1,270,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,3,2,1,5,-1,1,530,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,3,3,0,0,0,0,0,1,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,4,1,0,5,-1,-1,530,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,4,2,1,10,1,-1,270,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
35,4,3,0,0,0,0,0,1,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
36,1,1,0,5,-1,1,270,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,1,3,1,0,0,0,0,1,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,2,1,0,10,-1,-1,890,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,2,3,1,0,0,0,0,1,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,3,1,1,10,1,1,890,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,3,3,0,0,0,0,0,1,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,4,2,0,10,-1,1,270,0,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,4,3,1,0,0,0,0,1,3,1,0,0,0,1,5,2,3,6,4,1,7,8,2,6,5,3,4,1
36,1,1,1,5,-1,-1,530,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,1,2,0,10,1,1,530,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,1,3,0,0,0,0,0,1,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,2,1,1,5,1,1,890,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,2,2,0,10,-1,-1,270,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,2,3,0,0,0,0,0,1,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,3,1,0,10,1,-1,90,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,3,2,1,5,1,1,890,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,3,3,0,0,0,0,0,1,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,4,1,0,10,1,1,90,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,4,2,1,5,-1,-1,890,0,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
36,4,3,0,0,0,0,0,1,4,0,0,0,0,1,5,1,8,2,3,4,7,6,4,6,2,5,3,1
37,1,1,0,5,1,1,530,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,1,2,0,10,1,-1,90,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,1,3,1,0,0,0,0,1,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,2,1,0,10,1,1,270,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,2,2,1,5,-1,-1,890,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,2,3,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,3,1,1,10,-1,-1,890,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,3,2,0,5,1,1,270,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,3,3,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,4,1,0,5,1,-1,90,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,4,2,0,10,-1,1,890,0,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,4,3,1,0,0,0,0,1,1,0,0,0,0,1,8,1,2,7,3,4,5,6,4,6,3,5,1,2
37,1,1,0,5,1,1,530,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,1,2,1,10,-1,-1,530,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,1,3,0,0,0,0,0,1,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,2,2,0,5,1,1,530,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,2,3,1,0,0,0,0,1,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,3,3,1,0,0,0,0,1,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
37,4,3,0,0,0,0,0,1,2,1,0,0,0,1,7,4,8,5,1,6,2,3,5,4,6,1,2,3
38,1,1,0,5,1,1,530,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,1,3,1,0,0,0,0,1,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,2,1,0,10,1,1,270,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,2,3,0,0,0,0,0,1,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,3,2,0,5,1,1,270,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,3,3,0,0,0,0,0,1,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,4,3,1,0,0,0,0,1,1,1,0,0,0,1,8,5,4,1,2,7,6,3,5,4,3,6,2,1
38,1,1,1,5,1,1,530,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,1,2,0,10,-1,-1,530,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,1,3,0,0,0,0,0,1,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,2,2,1,5,1,1,530,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,2,3,0,0,0,0,0,1,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,3,3,1,0,0,0,0,1,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,4,1,0,5,-1,-1,530,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,4,2,1,10,1,-1,270,0,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
38,4,3,0,0,0,0,0,1,2,1,0,0,0,1,6,1,7,2,8,3,4,5,1,2,5,6,3,4
39,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,1,2,0,10,1,1,530,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,1,3,0,0,0,0,0,1,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,2,1,1,5,1,1,890,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,2,3,0,0,0,0,0,1,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,3,2,1,5,1,1,890,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,3,3,0,0,0,0,0,1,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,4,1,0,10,1,1,90,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,4,3,0,0,0,0,0,1,4,1,0,0,0,1,6,5,8,4,2,3,7,1,2,3,4,1,6,5
39,1,1,0,5,-1,1,270,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,1,3,1,0,0,0,0,1,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,2,1,1,10,-1,-1,890,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,2,3,0,0,0,0,0,1,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,3,1,1,10,1,1,890,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,3,3,0,0,0,0,0,1,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,4,2,1,10,-1,1,270,0,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
39,4,3,0,0,0,0,0,1,3,1,0,0,0,1,3,2,1,4,5,8,6,7,1,6,2,5,3,4
40,1,1,0,5,1,1,530,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,1,2,0,10,1,-1,90,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,1,3,1,0,0,0,0,1,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,2,1,0,10,1,1,270,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,2,2,1,5,-1,-1,890,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,3,1,1,10,-1,-1,890,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,3,2,0,5,1,1,270,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,3,3,0,0,0,0,0,1,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,4,1,0,5,1,-1,90,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,4,2,0,10,-1,1,890,0,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
40,4,3,1,0,0,0,0,1,1,0,0,1,0,1,1,4,8,2,3,5,6,7,1,6,2,4,3,5
41,1,1,1,5,1,1,530,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,1,2,0,10,1,-1,90,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,1,3,0,0,0,0,0,1,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,2,1,0,10,1,1,270,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,2,2,1,5,-1,-1,890,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,2,3,0,0,0,0,0,1,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,3,1,0,10,-1,-1,890,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,3,2,0,5,1,1,270,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,3,3,1,0,0,0,0,1,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,4,1,0,5,1,-1,90,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,4,2,1,10,-1,1,890,0,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
41,4,3,0,0,0,0,0,1,1,1,0,1,0,1,4,1,7,8,2,6,5,3,2,5,3,6,4,1
42,1,1,0,5,1,1,530,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,1,2,1,10,-1,-1,530,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,1,3,0,0,0,0,0,1,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,2,2,1,5,1,1,530,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,2,3,0,0,0,0,0,1,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,3,3,1,0,0,0,0,1,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
42,4,3,0,0,0,0,0,1,2,1,0,0,0,1,8,4,5,1,2,6,3,7,3,4,1,6,2,5
43,1,1,1,5,-1,1,270,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,1,3,0,0,0,0,0,1,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,2,1,0,10,-1,-1,890,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,2,3,1,0,0,0,0,1,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,3,1,1,10,1,1,890,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,3,3,0,0,0,0,0,1,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,4,2,1,10,-1,1,270,0,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
43,4,3,0,0,0,0,0,1,3,1,0,0,0,1,6,5,3,1,2,8,4,7,2,5,3,6,4,1
44,1,1,0,5,1,1,530,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,1,2,1,10,-1,-1,530,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,1,3,0,0,0,0,0,1,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,2,2,0,5,1,1,530,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,2,3,1,0,0,0,0,1,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,3,3,1,0,0,0,0,1,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,4,3,0,0,0,0,0,1,2,1,0,0,0,1,6,5,7,1,8,4,2,3,6,5,4,3,2,1
44,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,1,2,0,10,1,1,530,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,1,3,0,0,0,0,0,1,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,2,1,0,5,1,1,890,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,2,3,1,0,0,0,0,1,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,3,2,0,5,1,1,890,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,3,3,1,0,0,0,0,1,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,4,1,0,10,1,1,90,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
44,4,3,0,0,0,0,0,1,4,1,0,0,0,1,6,1,7,2,3,8,4,5,1,5,6,2,5,3
45,1,1,0,5,1,1,530,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,1,2,0,10,1,-1,90,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,1,3,1,0,0,0,0,1,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,2,1,0,10,1,1,270,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,2,2,1,5,-1,-1,890,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,2,3,0,0,0,0,0,1,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,3,1,1,10,-1,-1,890,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,3,2,0,5,1,1,270,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,3,3,0,0,0,0,0,1,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,4,1,1,5,1,-1,90,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,4,2,0,10,-1,1,890,0,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
45,4,3,0,0,0,0,0,1,1,0,0,0,1,1,8,4,7,3,1,2,5,6,4,3,5,6,2,1
46,1,1,1,5,-1,-1,530,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,1,2,0,10,1,1,530,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,1,3,0,0,0,0,0,1,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,2,1,0,5,1,1,890,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,2,2,1,10,-1,-1,270,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,2,3,0,0,0,0,0,1,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,3,1,0,10,1,-1,90,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,3,2,1,5,1,1,890,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,3,3,0,0,0,0,0,1,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,4,1,0,10,1,1,90,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,4,2,1,5,-1,-1,890,0,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
46,4,3,0,0,0,0,0,1,4,1,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,5,4,1,3,2,6
47,1,1,0,5,-1,-1,530,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,1,2,1,10,1,1,530,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,1,3,0,0,0,0,0,1,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,2,1,1,5,1,1,890,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,2,2,0,10,-1,-1,270,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,2,3,0,0,0,0,0,1,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,3,1,0,10,1,-1,90,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,3,2,1,5,1,1,890,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,3,3,0,0,0,0,0,1,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,4,1,0,10,1,1,90,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,4,2,1,5,-1,-1,890,0,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,4,3,0,0,0,0,0,1,4,0,1,0,0,1,7,1,2,3,4,8,6,5,6,1,2,3,4,5
47,1,1,0,5,1,1,530,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,1,3,1,0,0,0,0,1,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,2,1,0,10,1,1,270,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,2,2,0,5,-1,-1,890,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,2,3,1,0,0,0,0,1,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,3,2,0,5,1,1,270,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,3,3,0,0,0,0,0,1,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
47,4,3,1,0,0,0,0,1,1,1,0,0,0,1,5,8,6,2,4,7,3,1,1,2,4,5,3,6
48,1,1,0,5,-1,1,270,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,1,3,1,0,0,0,0,1,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,2,3,0,0,0,0,0,1,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,3,1,1,10,1,1,890,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
