Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP
75,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,3,2,1,5,1,1,890,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,3,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,4,1,0,10,1,1,90,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,4,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,1,1,1,5,1,1,530,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,1,2,0,10,1,-1,90,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,1,3,0,0,0,0,0,1,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,2,1,0,10,1,1,270,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,2,2,1,5,-1,-1,890,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,2,3,0,0,0,0,0,1,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,3,1,1,10,-1,-1,890,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,3,2,0,5,1,1,270,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,3,3,0,0,0,0,0,1,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,4,1,0,5,1,-1,90,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,4,2,1,10,-1,1,890,0,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
75,4,3,0,0,0,0,0,1,1,1,0,1,0,1,1,2,8,7,4,3,5,6,4,2,3,5,6,1
76,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,1,3,0,0,0,0,0,1,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,2,1,0,10,-1,-1,890,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,2,2,1,5,1,-1,90,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,2,3,0,0,0,0,0,1,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,3,1,0,10,1,1,890,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,3,3,1,0,0,0,0,1,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
76,4,3,0,0,0,0,0,1,3,0,0,0,0,1,1,2,3,8,4,7,5,6,1,6,5,3,2,4
77,1,1,1,5,-1,-1,530,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,1,2,0,10,1,1,530,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,1,3,0,0,0,0,0,1,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,2,1,1,5,1,1,890,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,2,2,0,10,-1,-1,270,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,2,3,0,0,0,0,0,1,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,3,1,0,10,1,-1,90,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,3,2,1,5,1,1,890,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,3,3,0,0,0,0,0,1,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,4,1,0,10,1,1,90,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,4,2,1,5,-1,-1,890,0,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
77,4,3,0,0,0,0,0,1,4,0,0,1,0,1,8,1,4,5,6,7,2,3,4,1,5,2,3,6
78,1,1,1,5,1,1,530,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,1,2,0,10,-1,-1,530,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,1,3,0,0,0,0,0,1,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,2,1,0,10,-1,-1,270,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,2,2,1,5,1,1,530,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,2,3,0,0,0,0,0,1,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,3,1,0,10,-1,1,270,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,3,2,1,5,-1,1,530,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,3,3,0,0,0,0,0,1,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,4,1,1,5,-1,-1,530,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,4,2,0,10,1,-1,270,0,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,4,3,0,0,0,0,0,1,2,0,0,1,0,1,1,2,3,4,5,6,7,8,4,3,5,6,2,1
78,1,1,1,5,1,1,530,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,1,2,0,10,1,-1,90,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,1,3,0,0,0,0,0,1,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,2,1,0,10,1,1,270,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,2,2,0,5,-1,-1,890,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,2,3,1,0,0,0,0,1,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,3,1,0,10,-1,-1,890,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,3,2,0,5,1,1,270,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,3,3,1,0,0,0,0,1,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,4,1,0,5,1,-1,90,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,4,2,0,10,-1,1,890,0,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
78,4,3,1,0,0,0,0,1,1,0,0,1,0,1,6,7,8,1,2,3,4,5,5,4,1,2,6,3
79,1,1,1,5,-1,-1,530,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,1,2,0,10,1,1,530,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,1,3,0,0,0,0,0,1,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,2,1,1,5,1,1,890,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,2,2,0,10,-1,-1,270,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,2,3,0,0,0,0,0,1,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,3,1,0,10,1,-1,90,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,3,2,1,5,1,1,890,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,3,3,0,0,0,0,0,1,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,4,1,0,10,1,1,90,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,4,2,1,5,-1,-1,890,0,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
79,4,3,0,0,0,0,0,1,4,0,0,0,0,1,7,4,8,5,1,6,3,2,1,6,2,4,3,5
80,1,1,0,5,-1,1,270,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,1,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,2,1,0,10,-1,-1,890,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,2,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,3,1,0,10,1,1,890,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,3,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,4,2,1,10,-1,1,270,0,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
80,4,3,0,0,0,0,0,1,3,1,0,0,0,1,8,1,4,2,5,3,6,7,6,2,4,3,5,1
81,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,1,3,0,0,0,0,0,1,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,2,3,0,0,0,0,0,1,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,3,1,1,10,1,1,890,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,3,3,0,0,0,0,0,1,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,4,3,0,0,0,0,0,1,3,0,0,0,0,1,2,1,3,8,4,7,6,5,2,3,6,1,4,5
81,1,1,0,5,1,1,530,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,1,2,1,10,-1,-1,530,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,1,3,0,0,0,0,0,1,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,2,1,0,10,-1,-1,270,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,2,2,1,5,1,1,530,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,2,3,0,0,0,0,0,1,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,3,1,0,10,-1,1,270,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,3,2,1,5,-1,1,530,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,3,3,0,0,0,0,0,1,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,4,1,0,5,-1,-1,530,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,4,2,0,10,1,-1,270,0,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
81,4,3,1,0,0,0,0,1,2,0,0,0,0,1,1,6,8,5,2,3,7,4,-999,-999,-999,-999,-999,-999
82,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,1,3,0,0,0,0,0,1,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,2,3,0,0,0,0,0,1,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,3,1,1,10,1,1,890,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,3,3,0,0,0,0,0,1,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
82,4,3,0,0,0,0,0,1,3,0,0,0,0,1,5,4,3,6,7,8,2,1,1,5,6,2,3,4
83,1,1,0,5,-1,1,270,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,1,3,1,0,0,0,0,1,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,2,1,1,10,-1,-1,890,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,2,3,0,0,0,0,0,1,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,3,1,1,10,1,1,890,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,3,3,0,0,0,0,0,1,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,4,2,0,10,-1,1,270,0,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
83,4,3,1,0,0,0,0,1,3,1,0,0,0,1,5,7,6,4,2,3,8,1,2,6,4,3,5,1
84,1,1,0,5,-1,-1,530,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,1,2,0,10,1,1,530,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,1,3,1,0,0,0,0,1,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,2,1,1,5,1,1,890,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,2,2,0,10,-1,-1,270,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,2,3,0,0,0,0,0,1,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,3,1,0,10,1,-1,90,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,3,2,0,5,1,1,890,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,3,3,1,0,0,0,0,1,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,4,1,0,10,1,1,90,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,4,2,0,5,-1,-1,890,0,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
84,4,3,1,0,0,0,0,1,4,1,1,0,0,1,1,2,7,3,6,8,5,4,1,6,3,4,2,5
85,1,1,1,5,1,1,530,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,1,2,0,10,1,-1,90,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,1,3,0,0,0,0,0,1,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,2,1,0,10,1,1,270,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,2,2,0,5,-1,-1,890,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,2,3,1,0,0,0,0,1,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,3,1,0,10,-1,-1,890,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,3,2,0,5,1,1,270,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,3,3,1,0,0,0,0,1,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,4,1,0,5,1,-1,90,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,4,2,1,10,-1,1,890,0,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,4,3,0,0,0,0,0,1,1,0,1,0,1,1,8,3,5,1,6,7,2,4,2,1,4,3,5,6
85,1,1,1,5,1,1,530,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,1,2,0,10,1,-1,90,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,1,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,2,1,0,10,1,1,270,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,2,2,1,5,-1,-1,890,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,2,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,3,1,0,10,-1,-1,890,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,3,2,0,5,1,1,270,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,3,3,1,0,0,0,0,1,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,4,1,0,5,1,-1,90,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,4,2,0,10,-1,1,890,0,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
85,4,3,1,0,0,0,0,1,1,-999,-999,-999,-999,1,6,4,2,1,7,3,5,8,1,2,3,4,5,6
86,1,1,1,5,-1,1,270,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,1,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,2,1,0,10,-1,-1,890,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,2,2,0,5,1,-1,90,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,2,3,1,0,0,0,0,1,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,3,1,0,10,1,1,890,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,3,3,1,0,0,0,0,1,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,4,2,0,10,-1,1,270,0,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,4,3,1,0,0,0,0,1,3,0,0,1,0,1,1,3,4,5,6,7,8,2,2,3,6,5,4,1
86,1,1,1,5,1,1,530,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,1,2,0,10,-1,-1,530,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,1,3,0,0,0,0,0,1,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,2,1,0,10,-1,-1,270,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,2,2,1,5,1,1,530,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,2,3,0,0,0,0,0,1,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,3,1,0,10,-1,1,270,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,3,2,1,5,-1,1,530,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,3,3,0,0,0,0,0,1,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,4,1,1,5,-1,-1,530,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,4,2,0,10,1,-1,270,0,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
86,4,3,0,0,0,0,0,1,2,1,0,1,0,1,7,2,6,1,3,8,4,5,2,1,5,6,3,4
87,1,1,1,5,-1,1,270,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,1,3,0,0,0,0,0,1,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,2,1,0,10,-1,-1,890,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,2,2,0,5,1,-1,90,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,2,3,1,0,0,0,0,1,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,3,1,1,10,1,1,890,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,3,3,0,0,0,0,0,1,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,4,2,1,10,-1,1,270,0,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
87,4,3,0,0,0,0,0,1,3,0,0,1,0,1,3,2,8,4,7,6,1,5,1,2,3,4,5,6
88,1,1,1,5,-1,1,270,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,1,3,0,0,0,0,0,1,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,2,1,1,10,-1,-1,890,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,2,2,0,5,1,-1,90,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,2,3,0,0,0,0,0,1,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,3,1,0,10,1,1,890,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,3,3,1,0,0,0,0,1,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,4,2,1,10,-1,1,270,0,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
88,4,3,0,0,0,0,0,1,3,0,0,1,0,1,2,1,4,5,3,8,7,6,6,1,3,2,4,5
89,1,1,0,5,1,1,530,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,1,2,1,10,-1,-1,530,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,1,3,0,0,0,0,0,1,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,2,1,0,10,-1,-1,270,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,2,2,0,5,1,1,530,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,2,3,1,0,0,0,0,1,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,3,1,0,10,-1,1,270,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,3,2,1,5,-1,1,530,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,3,3,0,0,0,0,0,1,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,4,1,1,5,-1,-1,530,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,4,2,0,10,1,-1,270,0,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
89,4,3,0,0,0,0,0,1,2,0,0,1,0,1,5,6,1,2,3,4,7,8,1,2,3,4,5,6
